01:01,02:02,03:03,04:04,05:05,06:06,07:07,08:08,09:09,10:10,11:11,12:12,13:13,14:14,15:15,16:16,17:17,18:18,19:19,20:20,21:21,22:22,23:23,00:00,synchrosum,subjectivesynchro,subjectivemood,productivity,unlocks,heartratedaily,heartrateresting,stepsphone,weight,skinproblems,sleepphone,sleepband,sleepavg,sleepdifference,sleep_fallasleep_time,sleepwakeupavg,sleepwakeupband,sleepwakeupphone,sleepwakeupquality,statehealth,staterelationship,stateselfesteem,stateinteligence,statesocialskill,stateimmerse,stres,workload,stimmg,stimsum,methylphenidatetabs,methylphenidatemg,alcohol,dietkcal,dietcarbs,dietprotein,dietfats,ageofmoon,earthsundistance,void,ocount,oquality,misssum,subjectivemisses,singletrialmean,singletrialsum,moonphase,id,weekcount,date,day_of_the_week,luck
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5,5,NULL,NULL,NULL,NULL,5,NULL,5,NULL,4,5,4,4,41,80,68,7647,NULL,1,510.99999984,582.99999984,591.99999984,90,60.999999984,652.99999968,643.99999968,0.459722222,5,NULL,NULL,NULL,NULL,NULL,NULL,41,1,0,15,NULL,NULL,NULL,NULL,NULL,NULL,NULL,17.044,0.9845736,1,0,2,8,1,5,20,92.69,1058,152,2022-12-11 00:00:00,nie,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5,NULL,NULL,NULL,NULL,NULL,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,3,4,3,68,77,68,1105,NULL,1,429.99999984,472.99999968,481.5,60.000000048,114.000000048,595.50000048,587.00000016,0.419444444,4,NULL,NULL,NULL,NULL,NULL,NULL,49,3,0,15,NULL,NULL,NULL,NULL,NULL,NULL,NULL,18.044,0.9844641,1,1,3,7,2,04.maj,9,87.08,1059,153,2022-12-12 00:00:00,pon,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5,NULL,NULL,NULL,5,NULL,NULL,NULL,NULL,NULL,NULL,5,NULL,3,4,4,3,71,79,65,6497,NULL,1,371.00000016,420.00000048,410.49999936,29.999999952,130.000000032,540.49999968,549.99999936,0.36875,2,NULL,NULL,NULL,NULL,NULL,NULL,47,2,90,24,5,90,NULL,NULL,NULL,NULL,NULL,19.044,0.9843594,2,1,5,7,4,5,15,80.18,1060,153,2022-12-13 00:00:00,wto,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,2,3,3,87,78,69,3304,NULL,1,332.00000064,357.99999984,364.99999968,40.000000032,213.00000048,578.00000016,571.00000032,0.40625,2,NULL,NULL,NULL,NULL,NULL,NULL,49,2,100,33,6,100,NULL,NULL,NULL,NULL,NULL,20.044,0.9842595,2,1,4,11,5,0,0,72.18,1061,153,2022-12-14 00:00:00,sro,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5,NULL,NULL,1,1,4,3,71,76,65,5103,NULL,1,391.99999968,450,436.00000032,29.999999952,173.00000016,609.00000048,623.00000016,0.413194444,3,NULL,NULL,NULL,NULL,NULL,NULL,48,1,130,44,9,130,NULL,NULL,NULL,NULL,NULL,21.044,0.9841643,3,1,5,12,5,5,5,63.31,1062,153,2022-12-15 00:00:00,czw,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5,NULL,1,1,5,2,80,76,68,3117,NULL,1,346.99999968,413.00000064,387.49999968,15.000000048,175.99999968,563.49999936,589.00000032,0.373611111,3,NULL,NULL,NULL,NULL,NULL,NULL,41,1,0,38,0,0,NULL,NULL,NULL,NULL,NULL,22.044,0.9840739,3,1,3,11,5,5,5,53.79,1063,153,2022-12-16 00:00:00,pia,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5,NULL,NULL,NULL,NULL,5,NULL,NULL,2,4,4,3,107,76,71,1112,NULL,4,330.99999984,371.99999952,366.50000016,29.999999952,207.99999936,574.49999952,580.00000032,0.395138889,1,NULL,NULL,NULL,NULL,NULL,NULL,41,1,0,36.5,0,0,NULL,NULL,NULL,NULL,NULL,23.044,0.9839886,2,1,3,9,5,5,10,43.89,1064,153,2022-12-17 00:00:00,sob,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,2,4,3,106,74,63,946,NULL,1,508.00000032,544.00000032,526.00000032,0,76.999999968,603,621,0.40625,5,NULL,NULL,NULL,NULL,NULL,NULL,43,1,0,35,0,0,NULL,NULL,NULL,NULL,NULL,24.044,0.9839079,1,2,3,9,5,5,5,33.94,1065,153,2022-12-18 00:00:00,nie,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5,NULL,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5,3,4,4,3,61,74,63,11478,NULL,1,472.99999968,515.00000016,494.00000064,0,60.999999984,555.00000048,576,0.370833333,5,NULL,NULL,NULL,NULL,NULL,NULL,37,3,0,34,0,0,NULL,NULL,NULL,NULL,NULL,25.044,0.9838321,2,0,4,8,4,5,15,24.35,1066,154,2022-12-19 00:00:00,pon,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5,NULL,NULL,NULL,NULL,5,4,NULL,5,NULL,NULL,NULL,NULL,NULL,4,4,3,3,99,78,64,4319,NULL,1,441.99999936,477,459.49999968,0,67.999999968,527.49999936,544.99999968,0.354166667,4,NULL,NULL,NULL,NULL,NULL,NULL,56,3,0,32,0,0,NULL,NULL,NULL,NULL,NULL,26.044,0.9837613,2,1,4,5,4,kwi.75,19,15.cze,1067,154,2022-12-20 00:00:00,wto,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5,NULL,NULL,1,3,3,4,62,78,67,240,NULL,1,461.99999952,499.99999968,488.49999984,15.000000048,96.999999984,585.49999968,596.99999952,0.398611111,3,NULL,NULL,NULL,NULL,NULL,NULL,54,4,80,40,4,80,NULL,NULL,NULL,NULL,NULL,27.044,0.9836953,3,3,5,7,4,5,5,08.mar,1068,154,2022-12-21 00:00:00,sro,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,5,NULL,NULL,NULL,NULL,5,NULL,5,NULL,NULL,NULL,4,4,3,4,104,75,69,2054,NULL,1,389.99999952,488.00000016,438.99999984,0,60.999999984,499.99999968,549,0.313194444,4,NULL,NULL,NULL,NULL,NULL,NULL,46,2,40,44,2,40,NULL,NULL,NULL,NULL,NULL,28.044,0.9836344,2,2,4,6,2,04.maj,18,03.kwi,1069,154,2022-12-22 00:00:00,czw,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5,NULL,NULL,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5,3,4,3,3,68,75,67,997,NULL,1,432.99999936,483.00000048,463.00000032,9.9999999936,119.000000016,582.00000048,602.00000064,0.390277778,3,NULL,NULL,NULL,NULL,NULL,NULL,29,1,120,47,4,120,NULL,NULL,NULL,NULL,NULL,29.044,0.9835784,2,1,3,9,2,5,15,0.37,1070,154,2022-12-23 00:00:00,pia,NULL
5,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,2,3,2,77,78,66,11421,NULL,3,332.00000064,441,401.49999936,29.999999952,128.999999952,530.50000032,569.99999952,0.340972222,3,NULL,NULL,NULL,NULL,NULL,NULL,44,1,30,40,1,30,NULL,NULL,NULL,NULL,NULL,0.572,0.9835274,2,0,3,8,4,5,15,0.64,1071,154,2022-12-24 00:00:00,sob,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4,3,4,3,2,45,74,61,1036,NULL,4,539.00000064,569.99999952,559.50000048,9.9999999936,67.000000032,626.49999936,636.99999984,0.427777778,3,NULL,NULL,NULL,NULL,NULL,NULL,48,1,90,36,3,90,NULL,NULL,NULL,NULL,NULL,1.572,0.9834815,2,1,4,5,3,2.66666667,8,mar.92,1072,154,2022-12-25 00:00:00,nie,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,2,3,2,60,76,68,2365,NULL,4,396.99999936,450,438.50000016,29.999999952,135,573.50000016,585,0.390277778,3,NULL,NULL,NULL,NULL,NULL,NULL,54,1,50,41,3,50,NULL,NULL,NULL,NULL,NULL,2.572,0.9834406,2,2,4,9,4,5,5,wrz.94,1073,155,2022-12-26 00:00:00,pon,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5,NULL,NULL,5,5,NULL,NULL,5,5,5,NULL,5,NULL,NULL,5,5,9,5,2,1,70,79,67,630,NULL,4,429.99999984,560.99999952,555.50000016,119.999999952,121.999999968,677.49999984,683.00000064,0.466666667,1,NULL,NULL,NULL,NULL,NULL,NULL,39,1,90,50,5,90,NULL,NULL,NULL,NULL,NULL,3.572,0.9834046,2,3,5,10,4,5,45,18.19,1074,155,2022-12-27 00:00:00,wto,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,2,3,4,56,77,67,643,NULL,4,432.99999936,492.00000048,507.50000064,90,144,651.50000064,636.00000048,0.463194444,2,NULL,NULL,NULL,NULL,NULL,NULL,44,1,120,62,4,120,NULL,NULL,NULL,NULL,NULL,4.572,0.9833739,2,2,4,12,4,0,0,27.99,1075,155,2022-12-28 00:00:00,sro,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,4,3,4,41,76,66,704,NULL,3,407.00000016,513,479.99999952,40.000000032,90.999999936,571.00000032,603.99999936,0.373611111,4,NULL,NULL,NULL,NULL,NULL,NULL,35,1,60,68,4,60,NULL,NULL,NULL,NULL,NULL,5.572,0.9833483,2,2,4,10,4,5,5,38.65,1076,155,2022-12-29 00:00:00,czw,NULL
NULL,NULL,NULL,4,NULL,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5,NULL,5,NULL,NULL,NULL,NULL,NULL,4,4,3,1,63,77,66,4355,NULL,2,416.00000016,535.99999968,521.00000064,90,121.999999968,643.00000032,657.99999936,0.436111111,3,NULL,NULL,NULL,NULL,NULL,NULL,34,1,20,70,2,20,NULL,NULL,NULL,NULL,NULL,6.572,0.9833277,2,0,3,10,4,kwi.75,19,49.53,1077,155,2022-12-30 00:00:00,pia,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,5,2,4,55,80,65,2100,NULL,1,472.00000032,605.00000016,628.49999952,180,135.999999936,764.50000032,740.99999952,0.547222222,1,NULL,NULL,NULL,NULL,NULL,NULL,31,1,120,74,6,120,NULL,NULL,NULL,NULL,NULL,7.572,0.9833097,2,0,2,3,1,5,10,60.1,1078,155,2022-01-31 00:00:00,sob,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5,NULL,3,NULL,NULL,NULL,2,3,3,2,50,85,78,583,NULL,1,299.99999952,360,339.99999984,20.000000016,472.00000032,812.00000016,832.00000032,0.55,2,2,NULL,NULL,NULL,NULL,NULL,49,1,0,70,0,0,NULL,NULL,NULL,NULL,NULL,wrz.34,0.983301,1,0,4,4,2,4,8,70,1079,155,2023-01-01 00:00:00,nie,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5,NULL,NULL,NULL,5,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5,4,4,3,2,40,74,63,924,NULL,1,468,531,514.50000048,29.999999952,92.000000016,606.50000064,623.00000016,0.409722222,4,5,NULL,NULL,NULL,NULL,NULL,36,3,0,58,0,0,NULL,NULL,NULL,NULL,NULL,pa�.29,0.983297,1,0,4,8,4,5,20,79,1080,156,2023-01-02 00:00:00,pon,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5,NULL,NULL,NULL,NULL,NULL,2,3,3,3,55,72,63,710,NULL,1,497.99999952,494.00000064,503.50000032,15.000000048,83.999999952,587.49999984,578.00000016,0.414583333,1,4,NULL,NULL,NULL,NULL,NULL,41,4,0,55,0,0,NULL,NULL,NULL,NULL,NULL,lis.14,0.9832983,1,0,4,6,2,04.maj,9,86,1081,156,2023-01-03 00:00:00,wto,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5,NULL,NULL,5,NULL,NULL,2,3,3,2,40,77,63,2068,NULL,1,495,546.99999984,535.99999968,29.999999952,69.000000048,605.00000016,616.00000032,0.4125,2,4,NULL,NULL,NULL,NULL,NULL,49,2,0,46,0,0,NULL,NULL,NULL,NULL,NULL,12.cze,0.9833045,1,0,4,6,3,5,10,92,1082,156,2023-01-04 00:00:00,sro,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5,NULL,5,NULL,NULL,5,NULL,NULL,NULL,NULL,3,4,4,3,51,73,64,1633,NULL,1,546.00000048,585,595.50000048,60.000000048,45,640.50000048,630,0.452083333,1,4,NULL,NULL,NULL,NULL,NULL,27,3,70,48,4,70,NULL,NULL,NULL,NULL,NULL,gru.97,0.9833159,2,0,4,6,3,5,15,96,1083,156,2023-01-05 00:00:00,czw,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,2,2,NULL,5,NULL,NULL,5,NULL,NULL,5,4,4,2,70,79,74,367,NULL,1,391.99999968,479.00000016,480.50000064,90,233.00000064,713.49999984,711.99999936,0.496527778,3,2,NULL,NULL,NULL,NULL,NULL,47,1,10,40,1,10,NULL,NULL,NULL,NULL,NULL,13.88,0.9833324,2,0,4,8,3,03.kwi,17,99,1084,156,2023-01-06 00:00:00,pia,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5,NULL,NULL,5,NULL,5,NULL,5,NULL,NULL,2,NULL,NULL,5,5,3,5,94,74,59,8473,NULL,1,537.99999984,623.00000016,610.49999952,60.000000048,0,610.49999952,623.00000016,0.415277778,3,4,NULL,NULL,NULL,NULL,NULL,34,1,70,35,3,70,NULL,NULL,NULL,NULL,NULL,14.77,0.9833541,3,1,5,5,3,04.kwi,22,100,1085,156,2023-01-07 00:00:00,sob,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,NULL,4,NULL,NULL,NULL,2,NULL,NULL,5,NULL,NULL,5,NULL,NULL,NULL,5,5,4,4,70,80,66,1700,NULL,1,317.00000016,418.00000032,377.50000032,20.000000016,206.00000064,583.49999952,623.99999952,0.377083333,3,4,NULL,NULL,NULL,NULL,NULL,49,1,100,39,4,100,NULL,NULL,NULL,NULL,NULL,15.66,0.9833806,2,1,3,12,3,03.cze,18,99,1086,156,2023-01-08 00:00:00,nie,NULL
5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5,NULL,NULL,NULL,NULL,NULL,4,NULL,NULL,NULL,NULL,NULL,5,NULL,NULL,NULL,4,4,3,4,50,76,68,1483,NULL,1,323.00000064,353.00000016,348.00000048,20.000000016,168.00000048,515.99999952,521.00000064,0.354861111,3,4,NULL,NULL,NULL,NULL,NULL,33,2,40,41,2,40,NULL,NULL,NULL,NULL,NULL,16.55,0.9834126,2,2,4,5,2,kwi.75,19,96,1087,157,2023-01-09 00:00:00,pon,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5,NULL,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,2,3,5,47,76,66,1012,NULL,1,463.00000032,551.99999952,552.50000064,90,110.000000016,662.49999936,661.99999968,0.460416667,1,5,NULL,NULL,NULL,NULL,NULL,28,2,90,38,3,90,NULL,NULL,NULL,NULL,NULL,17.44,0.9834494,2,2,4,11,5,03.maj,7,92,1088,157,2023-01-10 00:00:00,wto,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,5,NULL,NULL,NULL,5,NULL,NULL,NULL,NULL,NULL,5,NULL,NULL,NULL,NULL,NULL,3,4,4,3,5,75,76,65,2770,NULL,1,389.99999952,431.00000064,425.49999984,29.999999952,56.999999952,482.49999936,488.00000016,0.33125,4,5,NULL,NULL,NULL,NULL,NULL,29,2,90,47,3,90,NULL,NULL,NULL,NULL,NULL,18.45,0.9834914,2,0,3,10,5,04.maj,18,85,1089,157,2023-01-11 00:00:00,sro,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5,NULL,NULL,NULL,NULL,5,5,NULL,2,2,NULL,5,NULL,5,7,4,3,3,66,75,64,925,NULL,1,467.00000064,551.00000016,553.99999968,90,67.000000032,621,618.00000048,0.433333333,4,5,2,4,4,4,NULL,29,2,130,60,5,130,50,NULL,NULL,NULL,NULL,19.35,0.9835384,3,3,4,7,4,4.14285714,29,78,1090,157,2023-01-12 00:00:00,czw,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,2,3,1,55,78,69,2453,NULL,1,450.99999936,544.99999968,558,119.999999952,148.00000032,706.00000032,693,0.499305556,1,5,2,4,4,5,NULL,32,2,100,70,4,100,180,NULL,NULL,NULL,NULL,20.26,0.9835906,2,1,2,6,3,0,0,70,1091,157,2023-01-13 00:00:00,pia,NULL
NULL,NULL,NULL,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1,4,4,68,84,77,3891,NULL,1,371.99999952,389.99999952,396,29.999999952,272.99999952,668.99999952,663.00000048,0.46875,1,5,2,4,4,3,NULL,43,1,0,70,0,0,25,NULL,NULL,NULL,NULL,21.lut,0.9836476,1,0,3,12,5,5,5,60,1092,157,2023-01-14 00:00:00,sob,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1,4,4,74,75,66,916,NULL,1,551.00000016,589.99999968,595.50000048,49.999999968,90,685.50000048,679.99999968,0.479861111,1,5,2,4,4,3,NULL,30,1,0,63,0,0,25,NULL,NULL,NULL,NULL,22.15,0.9837098,1,0,3,7,5,5,5,50,1093,157,2023-01-15 00:00:00,nie,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,3,4,5,59,75,63,5078,NULL,2,450.99999936,456.99999984,468.99999936,29.999999952,24.999999984,494.00000064,481.99999968,0.351388889,4,3,3,2,3,3,5,27,4,0,62,0,0,25,NULL,NULL,NULL,NULL,23.14,0.9837771,1,0,1,8,5,5,10,40,1094,158,2023-01-16 00:00:00,pon,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5,NULL,NULL,NULL,NULL,NULL,NULL,2,3,2,2,46,77,65,1941,NULL,1,540.99999936,575.00000064,573.00000048,29.999999952,20.999999952,594,596.00000016,0.411111111,4,2,1,3,2,2,4,31,4,0,55,0,0,40,NULL,NULL,NULL,NULL,24.16,0.9838491,2,2,2,5,4,4,8,29,1095,158,2023-01-17 00:00:00,wto,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5,NULL,NULL,NULL,4,NULL,NULL,NULL,NULL,NULL,NULL,5,NULL,3,4,3,1,61,78,69,2238,NULL,1,612.99999936,663.00000048,668.00000016,60.000000048,0,504.99999936,499.99999968,0.354166667,2,1,3,3,2,3,3,34,3,0,45,0,0,0,NULL,NULL,NULL,NULL,26.sie,0.9839263,1,1,3,10,4,4.66666667,14,13,1096,158,2023-01-18 00:00:00,sro,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,NULL,NULL,5,2,1,3,3,81,78,68,1434,NULL,1,474.00000048,477,480.50000064,9.9999999936,101.000000016,581.49999936,578.00000016,0.40625,4,4,4,3,3,2,3,55,3,0,41,0,0,30,NULL,NULL,NULL,NULL,27.21,0.9840083,2,2,3,10,4,4,8,6,1097,158,2023-01-19 00:00:00,czw,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,2,3,2,58,79,66,1853,NULL,1,479.99999952,490.99999968,485.50000032,0,114.000000048,599.49999936,605.00000016,0.4125,4,5,2,3,3,2,4,55,2,0,32,0,0,30,NULL,NULL,NULL,NULL,28.36,0.9840953,2,2,4,9,4,03.maj,7,2,1098,158,2023-01-20 00:00:00,pia,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5,NULL,NULL,NULL,NULL,5,NULL,NULL,NULL,NULL,NULL,2,2,3,3,57,78,66,3149,NULL,1,483.00000048,564.00000048,538.49999952,29.999999952,117,655.49999952,681.00000048,0.4375,3,5,4,4,4,3,3,42,2,0,23,0,0,0,2143,130,82,143,0,0.9841869,2,1,4,5,3,5,10,0,1099,158,2023-01-21 00:00:00,sob,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5,NULL,NULL,NULL,5,NULL,NULL,NULL,2,3,3,3,70,77,68,1155,NULL,1,481.99999968,540,526.00000032,29.999999952,101.999999952,627.99999984,641.99999952,0.426388889,3,5,3,3,3,3,3,33,2,0,10,0,0,30,2061,213,113,91,sty.17,0.9842835,1,1,3,5,2,5,10,2,1100,158,2023-01-22 00:00:00,nie,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,3,3,3,88,77,70,5155,NULL,1,368.00000064,378.99999936,380.99999952,15.000000048,96.999999984,477.99999936,476.00000064,0.333333333,4,4,4,3,3,2,4,40,4,0,0,0,0,0,2121,189,136,93,lut.32,0.984385,1,1,3,10,4,5,5,6,1101,159,2023-01-23 00:00:00,pon,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4,5,NULL,5,NULL,NULL,NULL,5,NULL,NULL,NULL,NULL,3,NULL,NULL,5,5,3,4,88,75,65,959,NULL,1,357.99999984,405.99999936,402.00000048,40.000000032,108.999999936,510.99999984,515.00000016,0.352083333,3,5,4,3,3,3,3,48,2,160,16,6,160,20,2251,171,173,61,mar.45,0.9844911,3,3,4,6,1,04.kwi,22,13,1102,159,2023-01-24 00:00:00,wto,NULL
3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5,NULL,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,2,3,4,72,83,72,3176,NULL,1,308.00000016,369.99999936,348.99999984,20.000000016,148.99999968,497.99999952,519.00000048,0.33125,3,4,4,4,3,2,3,59,3,30,19,1,30,0,2370,218,136,106,kwi.29,0.9846018,2,0,3,11,4,4.33333333,13,19,1103,159,2023-01-25 00:00:00,sro,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5,NULL,NULL,NULL,5,NULL,NULL,NULL,NULL,NULL,NULL,4,3,2,3,4,80,76,67,2613,NULL,1,427.00000032,474.00000048,450.49999968,0,49.999999968,500.49999936,524.00000016,0.33125,5,4,4,3,3,3,2,52,3,60,25,2,60,20,2054,207,152,56,maj.35,0.9847172,4,3,4,7,4,4.66666667,14,29,1104,159,2023-01-26 00:00:00,czw,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5,NULL,NULL,NULL,5,NULL,NULL,NULL,NULL,2,3,3,3,49,84,66,1253,NULL,1,544.00000032,558,580.99999968,60.000000048,121.999999968,702.99999936,679.99999968,0.504166667,2,4,3,4,3,3,2,45,2,90,34,3,90,0,1591,194,102,46,cze.38,0.9848373,3,3,5,7,4,5,10,39,1105,159,2023-01-27 00:00:00,pia,NULL
NULL,NULL,NULL,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5,NULL,NULL,5,4,NULL,NULL,5,NULL,NULL,NULL,NULL,5,6,4,3,2,68,86,72,1385,NULL,1,269.00000064,618.00000048,488.49999984,90,279,767.49999984,897.00000048,0.443055556,2,2,2,2,3,2,2,63,1,90,43,3,90,60,2586,191,137,119,lip.37,0.984962,2,1,3,6,2,4.66666667,28,50,1106,159,2023-01-28 00:00:00,sob,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5,NULL,NULL,NULL,5,2,3,3,3,52,87,68,1748,NULL,1,355.00000032,414,414.49999968,60.000000048,229.00000032,643.5,643.00000032,0.447222222,2,4,3,3,3,3,2,60,1,120,55,4,120,0,1948,136,110,111,sie.32,0.9850912,2,1,4,9,5,5,10,60,1107,159,2023-01-29 00:00:00,nie,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5,NULL,NULL,NULL,NULL,1,2,3,5,63,78,68,1349,NULL,4,420.00000048,459,484.49999952,90,87.000000048,571.5,546.00000048,0.414583333,1,4,3,3,3,3,3,47,3,60,61,2,60,0,1916,185,123,72,wrz.26,0.985225,2,0,3,4,2,5,5,69,1108,160,2023-01-30 00:00:00,pon,NULL
