01:01,02:02,03:03,04:04,05:05,06:06,07:07,08:08,09:09,10:10,11:11,12:12,13:13,14:14,15:15,16:16,17:17,18:18,19:19,20:20,21:21,22:22,23:23,00:00,synchrosum,subjectivesynchro,subjectivemood,productivity,unlocks,heartratedaily,heartrateresting,stepsphone,weight,skinproblems,sleepphone,sleepband,sleepavg,sleepdifference,sleep_fallasleep_time,sleepwakeupavg,sleepwakeupband,sleepwakeupphone,sleepwakeupquality,statehealth,staterelationship,stateselfesteem,stateinteligence,statesocialskill,stateimmerse,stres,workload,stimmg,stimsum,methylphenidatetabs,methylphenidatemg,alcohol,dietkcal,dietcarbs,dietprotein,dietfats,ageofmoon,earthsundistance,void,ocount,oquality,misssum,subjectivemisses,singletrialmean,singletrialsum,moonphase,id,weekcount,date,day_of_the_week,luck
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5,5,NULL,3,3,3,5,53,81,70,2398,NULL,1,386.00000064,449.00000064,425.00000016,15.000000048,182.00000016,607.00000032,630.99999936,0.404861111,3,NULL,NULL,NULL,NULL,NULL,NULL,41,1,30,15,NULL,NULL,NULL,NULL,NULL,NULL,NULL,27.087,0.9946685,2,1,3,5,1,5,15,cze.96,1009,145,2022-10-23 00:00:00,nie,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5,NULL,NULL,5,NULL,NULL,NULL,NULL,NULL,NULL,5,NULL,NULL,NULL,3,4,3,4,64,76,68,611,NULL,1,400.99999968,461.00000016,468.49999968,74.999999952,175.99999968,644.49999936,636.99999984,0.452777778,3,NULL,NULL,NULL,NULL,NULL,NULL,32,1,30,18,NULL,NULL,NULL,NULL,NULL,NULL,NULL,28.087,0.9943955,2,2,3,7,2,5,15,lut.56,1010,146,2022-10-24 00:00:00,pon,NULL
5,5,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,NULL,4,NULL,NULL,5,NULL,6,5,3,3,80,78,67,2488,NULL,1,341.00000064,416.00000016,393.50000016,29.999999952,193.99999968,587.49999984,609.99999984,0.392361111,2,NULL,NULL,NULL,NULL,NULL,NULL,27,3,40,21,NULL,NULL,NULL,NULL,NULL,NULL,NULL,29.087,0.994124,2,1,3,7,3,04.maj,27,0.27,1011,146,2022-10-25 00:00:00,wto,NULL
5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4,4,NULL,NULL,NULL,5,5,NULL,2,NULL,NULL,NULL,6,5,3,4,86,78,67,2570,NULL,1,335.99999952,420.00000048,423,90,164.99999952,587.99999952,585,0.410416667,1,NULL,NULL,NULL,NULL,NULL,NULL,35,3,40,24,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.55,0.9938541,2,2,3,8,3,4.16666667,25,0.38,1012,146,2022-10-26 00:00:00,sro,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,1,3,5,79,79,67,4753,NULL,1,368.00000064,477,482.49999936,119.999999952,204.00000048,686.49999984,681.00000048,0.480555556,1,NULL,NULL,NULL,NULL,NULL,NULL,38,4,0,23,NULL,NULL,NULL,NULL,NULL,NULL,NULL,sty.55,0.9935861,1,0,2,9,4,02.maj,5,03.maj,1013,146,2022-10-27 00:00:00,czw,NULL
NULL,NULL,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,4,3,4,85,79,70,8358,NULL,4,272.99999952,218.00000016,245.49999984,0,0,245.49999984,218.00000016,0.189583333,4,NULL,NULL,NULL,NULL,NULL,NULL,49,4,0,21,NULL,NULL,NULL,NULL,NULL,NULL,NULL,lut.55,0.9933199,1,1,3,7,2,5,15,sie.23,1014,146,2022-10-28 00:00:00,pia,NULL
NULL,NULL,NULL,NULL,NULL,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4,NULL,NULL,2,3,4,5,35,80,65,7189,NULL,1,422.00000064,413.00000064,417.50000064,0,0,417.50000064,413.00000064,0.293055556,3,NULL,NULL,NULL,NULL,NULL,NULL,31,4,10,22,NULL,NULL,NULL,NULL,NULL,NULL,NULL,mar.55,0.9930556,3,1,3,6,2,04.maj,9,15.lip,1015,146,2022-10-29 00:00:00,sob,NULL
NULL,NULL,5,5,NULL,NULL,NULL,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5,NULL,NULL,NULL,NULL,NULL,4,4,4,5,45,83,75,7229,NULL,2,103.999999968,112.999999968,108.499999968,0,157.99999968,266.49999936,270.99999936,0.181944444,5,NULL,NULL,NULL,NULL,NULL,NULL,49,4,20,22,NULL,NULL,NULL,NULL,NULL,NULL,NULL,kwi.55,0.9927934,2,2,4,6,2,kwi.75,19,25.lut,1016,146,2022-10-30 00:00:00,nie,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,2,4,5,41,80,70,7450,NULL,3,96.999999984,94.000000032,95.499999936,0,119.000000016,214.49999952,213.00000048,0.15,1,NULL,NULL,NULL,NULL,NULL,NULL,54,4,40,24,NULL,NULL,NULL,NULL,NULL,NULL,NULL,maj.55,0.9925331,1,2,5,4,1,5,5,35.65,1017,147,2022-10-31 00:00:00,pon,NULL
NULL,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,NULL,NULL,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5,3,5,4,5,62,83,72,8049,NULL,1,103.999999968,119.999999952,112.000000032,0,108.999999936,220.99999968,229.00000032,0.147916667,4,NULL,NULL,NULL,NULL,NULL,NULL,51,4,80,29,NULL,NULL,NULL,NULL,NULL,NULL,NULL,cze.55,0.9922752,3,2,4,4,1,4.33333333,13,46.97,1018,147,2022-11-01 00:00:00,wto,NULL
5,NULL,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,4,3,2,57,79,69,2207,NULL,1,454.99999968,486,500.49999936,60.000000048,184.99999968,685.50000048,670.99999968,0.486111111,1,NULL,NULL,NULL,NULL,NULL,NULL,43,2,0,26,NULL,NULL,NULL,NULL,NULL,NULL,NULL,lip.55,0.9920197,2,1,4,4,1,5,15,58.34,1019,147,2022-11-02 00:00:00,sro,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5,5,NULL,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5,NULL,4,4,3,2,77,73,65,8336,NULL,3,522,517.99999968,519.99999984,0,22.999999968,542.99999952,540.99999936,0.378472222,3,NULL,NULL,NULL,NULL,NULL,NULL,44,2,40,27,NULL,NULL,NULL,NULL,NULL,NULL,NULL,sie.55,0.9917663,2,2,4,4,1,5,20,69.16,1020,147,2022-11-03 00:00:00,czw,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5,4,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,4,3,1,101,76,65,1234,NULL,1,429.00000048,472.99999968,465.99999984,29.999999952,112.999999968,578.99999952,585.99999936,0.397222222,2,NULL,NULL,NULL,NULL,NULL,NULL,52,1,50,28,NULL,NULL,NULL,NULL,NULL,NULL,NULL,wrz.55,0.9915152,3,2,4,11,5,4.33333333,13,78.9,1021,147,2022-11-04 00:00:00,pia,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5,5,NULL,NULL,NULL,3,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4,4,3,2,61,76,66,793,NULL,1,380.00000016,423.99999936,402.00000048,0,209.99999952,612,634.00000032,0.409722222,2,NULL,NULL,NULL,NULL,NULL,NULL,47,1,20,26,NULL,NULL,NULL,NULL,NULL,NULL,NULL,pa�.55,0.9912669,2,2,4,5,1,04.maj,18,87.11,1022,147,2022-11-05 00:00:00,sob,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5,2,3,3,2,42,74,63,2765,NULL,2,389.99999952,427.99999968,416.49999984,15.000000048,218.99999952,635.49999936,647.00000064,0.433333333,1,NULL,NULL,NULL,NULL,NULL,NULL,43,1,20,28,NULL,NULL,NULL,NULL,NULL,NULL,NULL,lis.55,0.9910212,2,1,3,5,1,04.maj,9,93.45,1023,147,2022-11-06 00:00:00,nie,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,1,3,2,65,78,66,3816,NULL,2,315,353.99999952,344.49999984,20.000000016,170.00000064,514.50000048,524.00000016,0.350694444,1,NULL,NULL,NULL,NULL,NULL,NULL,53,2,20,30,NULL,NULL,NULL,NULL,NULL,NULL,NULL,gru.55,0.990778,2,2,4,9,5,0,0,97.71,1024,148,2022-11-07 00:00:00,pon,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5,NULL,2,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,2,3,5,72,80,67,2171,NULL,1,369.99999936,382.99999968,386.50000032,20.000000016,132.999999984,519.50000016,515.99999952,0.363194444,1,NULL,NULL,NULL,NULL,NULL,NULL,35,2,35,32.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,13.55,0.9905376,2,2,4,13,5,3,9,99.78,1025,148,2022-11-08 00:00:00,wto,NULL
5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,2,3,4,79,79,70,2313,NULL,1,364.00000032,418.99999968,401.49999936,20.000000016,211.00000032,612.49999968,630,0.413194444,1,NULL,NULL,NULL,NULL,NULL,NULL,48,2,40,34.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,14.55,0.9903,2,1,3,4,1,5,5,99.69,1026,148,2022-11-09 00:00:00,sro,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5,NULL,NULL,4,5,NULL,NULL,NULL,NULL,2,NULL,3,5,4,3,2,84,80,70,1473,NULL,1,364.00000032,537.00000048,510.50000016,119.999999952,247.00000032,757.50000048,783.99999936,0.507638889,1,NULL,NULL,NULL,NULL,NULL,NULL,46,1,35,34,NULL,NULL,NULL,NULL,NULL,NULL,NULL,15.55,0.9900654,3,3,4,6,4,03.sie,19,97.58,1027,148,2022-11-10 00:00:00,czw,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5,NULL,NULL,5,NULL,NULL,NULL,NULL,NULL,2,4,4,3,70,77,65,2635,NULL,1,447.99999984,578.99999952,558.49999968,90,135,693.49999968,713.99999952,0.467361111,1,NULL,NULL,NULL,NULL,NULL,NULL,53,1,30,29,NULL,NULL,NULL,NULL,NULL,NULL,NULL,16.55,0.9898338,2,1,2,5,2,5,10,93.65,1028,148,2022-11-11 00:00:00,pia,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,1,3,3,95,76,65,3271,NULL,2,479.99999952,562.00000032,580.99999968,119.999999952,202.99999968,783.99999936,765,0.557638889,1,NULL,NULL,NULL,NULL,NULL,NULL,40,1,20,31,NULL,NULL,NULL,NULL,NULL,NULL,NULL,17.55,0.9896051,2,2,3,7,5,0,0,88.14,1029,148,2022-11-12 00:00:00,sob,NULL
4,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,3,3,4,70,76,66,1453,NULL,1,348.99999984,558,543.50000064,180,207,750.50000064,765,0.511111111,1,NULL,NULL,NULL,NULL,NULL,NULL,42,1,0,27,NULL,NULL,NULL,NULL,NULL,NULL,NULL,18.55,0.9893795,1,0,3,5,2,04.maj,9,81.31,1030,148,2022-11-13 00:00:00,nie,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5,NULL,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL,NULL,NULL,4,NULL,4,1,3,4,51,74,68,6069,NULL,2,423,470.00000016,454.00000032,15.000000048,56.999999952,510.99999984,526.99999968,0.34375,2,NULL,NULL,NULL,NULL,NULL,NULL,38,3,20,24,NULL,NULL,NULL,NULL,NULL,NULL,NULL,19.55,0.9891571,2,1,3,10,5,lut.75,11,73.42,1031,149,2022-11-14 00:00:00,pon,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,5,NULL,NULL,NULL,3,1,3,4,69,77,61,838,NULL,1,386.00000064,404.00000064,402.50000016,15.000000048,166.99999968,569.49999984,571.00000032,0.394444444,2,NULL,NULL,NULL,NULL,NULL,NULL,46,1,20,24,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20.55,0.9889379,3,1,3,8,5,3.66666667,11,64.72,1032,149,2022-11-15 00:00:00,wto,NULL
NULL,NULL,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4,NULL,5,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5,5,3,3,4,66,79,68,1392,NULL,2,364.99999968,411.99999984,396,15.000000048,114.000000048,510.00000048,526.00000032,0.343055556,2,NULL,NULL,NULL,NULL,NULL,NULL,53,1,10,23,NULL,NULL,NULL,NULL,NULL,NULL,NULL,21.55,0.988722,4,1,3,8,3,04.sie,24,55.47,1033,149,2022-11-16 00:00:00,sro,NULL
5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4,NULL,NULL,5,NULL,NULL,NULL,NULL,NULL,5,4,5,5,NULL,7,5,3,5,61,76,66,1990,NULL,1,407.00000016,447.99999984,442.50000048,29.999999952,168.00000048,610.49999952,616.00000032,0.420138889,1,NULL,NULL,NULL,NULL,NULL,NULL,51,1,0,21,NULL,NULL,NULL,NULL,NULL,NULL,NULL,22.55,0.9885094,1,1,3,4,2,4.71428571,33,45.91,1034,149,2022-11-17 00:00:00,czw,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5,NULL,NULL,NULL,NULL,1,1,3,2,51,83,76,1064,NULL,1,600.00000048,627.99999984,643.99999968,60.000000048,141.000000048,785.00000016,769.00000032,0.55625,1,NULL,NULL,NULL,NULL,NULL,NULL,46,1,0,17.maj,NULL,NULL,NULL,NULL,NULL,NULL,NULL,23.55,0.9883003,1,0,2,7,1,5,5,36.32,1035,149,2022-11-18 00:00:00,pia,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5,NULL,NULL,NULL,5,NULL,NULL,NULL,NULL,5,NULL,NULL,5,NULL,NULL,4,4,4,4,46,82,72,2353,NULL,1,443.00000016,515.00000016,494.00000064,29.999999952,143.000000064,636.99999984,657.99999936,0.427777778,1,NULL,NULL,NULL,NULL,NULL,NULL,41,1,20,15.maj,NULL,NULL,NULL,NULL,NULL,NULL,NULL,24.55,0.9880945,2,1,3,6,3,5,20,27.lut,1036,149,2022-11-19 00:00:00,sob,NULL
NULL,NULL,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5,NULL,NULL,NULL,NULL,NULL,2,2,3,4,56,78,65,1115,NULL,1,247.00000032,272.99999952,270,20.000000016,339.00000048,609.00000048,612,0.420833333,1,NULL,NULL,NULL,NULL,NULL,NULL,47,1,20,14,NULL,NULL,NULL,NULL,NULL,NULL,NULL,25.55,0.9878922,2,1,3,8,4,5,10,18.kwi,1037,149,2022-11-20 00:00:00,nie,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5,NULL,NULL,NULL,NULL,NULL,NULL,1,2,4,5,61,77,65,2054,NULL,2,402.00000048,485.00000064,443.49999984,0,114.999999984,558.49999968,600.00000048,0.359027778,3,NULL,NULL,NULL,NULL,NULL,NULL,53,1,0,11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,26.55,0.9876938,1,1,4,7,3,5,5,pa�.89,1038,150,2022-11-21 00:00:00,pon,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5,NULL,4,NULL,NULL,NULL,NULL,NULL,5,NULL,2,NULL,NULL,2,NULL,5,3,4,5,74,76,62,816,NULL,1,456.99999984,515.99999952,516.50000064,60.000000048,144,660.50000064,659.99999952,0.459027778,2,NULL,NULL,NULL,NULL,NULL,NULL,48,1,20,11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,27.55,0.9874987,3,1,4,8,3,03.cze,18,05.sty,1039,150,2022-11-22 00:00:00,wto,NULL
5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,3,4,5,85,79,69,1437,NULL,2,218.99999952,265.00000032,252,20.000000016,294.00000048,546.00000048,558.99999936,0.370138889,2,NULL,NULL,NULL,NULL,NULL,NULL,53,1,20,13,NULL,NULL,NULL,NULL,NULL,NULL,NULL,28.55,0.9873076,3,1,3,9,4,5,10,sty.24,1040,150,2022-11-23 00:00:00,sro,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5,1,2,4,3,63,79,71,2096,NULL,1,389.99999952,400.00000032,405,20.000000016,171,576,571.00000032,0.403472222,2,NULL,NULL,NULL,NULL,NULL,NULL,48,1,20,13,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.044,0.9871202,3,1,3,7,3,5,5,0.02,1041,150,2022-11-24 00:00:00,czw,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,NULL,5,5,5,NULL,NULL,NULL,NULL,4,5,3,3,51,79,69,3111,NULL,1,339.00000048,380.00000016,369.49999968,20.000000016,206.00000064,575.50000032,585.99999936,0.392361111,1,NULL,NULL,NULL,NULL,NULL,NULL,51,1,5,11.maj,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.044,0.9869368,3,0,2,7,3,kwi.25,17,01.cze,1042,150,2022-11-25 00:00:00,pia,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5,NULL,NULL,NULL,NULL,NULL,4,NULL,NULL,2,3,3,1,43,73,63,3871,NULL,2,483.99999984,607.99999968,576,60.000000048,94.000000032,670.00000032,702,0.443055556,1,NULL,NULL,NULL,NULL,NULL,NULL,45,1,0,10.maj,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2.044,0.9867573,1,0,2,5,2,04.maj,9,maj.97,1043,150,2022-11-26 00:00:00,sob,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,1,3,2,70,73,61,2823,NULL,3,600.00000048,659.99999952,659.99999952,60.000000048,83.000000016,742.99999968,742.99999968,0.515972222,1,NULL,NULL,NULL,NULL,NULL,NULL,43,1,10,11.maj,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3.044,0.9865816,4,2,3,10,5,0,0,gru.88,1044,150,2022-11-27 00:00:00,nie,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5,NULL,NULL,NULL,NULL,NULL,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,3,3,3,82,76,62,5299,NULL,2,297.99999936,422.00000064,389.99999952,60.000000048,198,587.99999952,620.00000064,0.386111111,2,NULL,NULL,NULL,NULL,NULL,NULL,41,1,20,13.maj,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4.044,0.9864101,4,1,3,7,3,5,10,21.83,1045,151,2022-11-28 00:00:00,pon,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4,NULL,NULL,NULL,NULL,5,3,3,2,NULL,NULL,NULL,NULL,5,NULL,6,4,3,5,50,77,64,962,NULL,1,355.99999968,398.99999952,387.49999968,20.000000016,173.99999952,561.50000064,573.00000048,0.381944444,2,NULL,NULL,NULL,NULL,NULL,NULL,49,3,10,12.maj,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5.044,0.9862425,2,3,5,9,5,3.66666667,22,32.19,1046,151,2022-11-29 00:00:00,wto,NULL
5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,4,3,4,82,75,66,4878,NULL,1,366.00000048,405,395.50000032,20.000000016,168.00000048,563.49999936,573.00000048,0.384722222,2,NULL,NULL,NULL,NULL,NULL,NULL,41,3,20,12.maj,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6.044,0.9860792,2,1,3,10,5,5,15,43.29,1047,151,2022-11-30 00:00:00,sro,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5,NULL,NULL,NULL,NULL,NULL,NULL,5,NULL,NULL,4,NULL,NULL,5,5,5,5,3,4,75,79,66,3004,NULL,1,330.99999984,449.00000064,420.00000048,60.000000048,150.00000048,569.99999952,598.99999968,0.375694444,2,NULL,NULL,NULL,NULL,NULL,NULL,44,2,20,14.maj,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7.044,0.9859204,5,3,5,8,4,04.sie,24,54.48,1048,151,2022-12-01 00:00:00,czw,NULL
NULL,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4,NULL,NULL,NULL,NULL,5,NULL,NULL,NULL,3,3,4,5,76,79,68,1504,NULL,1,467.00000064,576.99999936,551.99999952,60.000000048,143.000000064,695.00000016,720,0.465277778,3,NULL,NULL,NULL,NULL,NULL,NULL,51,2,0,12.maj,NULL,NULL,NULL,NULL,NULL,NULL,NULL,8.044,0.9857655,3,1,4,7,4,4.66666667,14,65.21,1049,151,2022-12-02 00:00:00,pia,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4,NULL,5,NULL,NULL,5,NULL,NULL,4,NULL,NULL,NULL,NULL,NULL,4,4,4,5,82,77,65,4490,NULL,1,391.99999968,454.99999968,428.49999936,9.9999999936,144,572.49999936,598.99999968,0.379166667,3,NULL,NULL,NULL,NULL,NULL,NULL,39,1,0,10.maj,NULL,NULL,NULL,NULL,NULL,NULL,NULL,9.044,0.9856152,2,0,3,7,4,04.maj,18,75,1050,151,2022-12-03 00:00:00,sob,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5,NULL,NULL,NULL,NULL,NULL,NULL,1,2,3,3,56,75,65,555,NULL,3,488.99999952,695.00000016,681.99999984,180,92.999999952,774.99999936,787.99999968,0.529166667,1,NULL,NULL,NULL,NULL,NULL,NULL,33,2,10,09.maj,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10.044,0.9854692,2,1,5,8,5,5,5,83.49,1051,151,2022-12-04 00:00:00,nie,NULL
NULL,NULL,NULL,NULL,NULL,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,3,3,4,112,81,70,4892,NULL,1,180,150.00000048,164.99999952,0,180,344.99999952,330.00000048,0.25,3,NULL,NULL,NULL,NULL,NULL,NULL,50,5,20,11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,11.044,0.9853275,2,2,5,13,5,5,10,90.38,1052,152,2022-12-05 00:00:00,pon,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1,3,4,46,74,65,325,NULL,1,375.00000048,418.99999968,402.00000048,9.9999999936,189.99999936,591.99999984,609.00000048,0.399305556,4,NULL,NULL,NULL,NULL,NULL,NULL,47,5,60,17,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12.044,0.9851904,3,2,4,8,5,1,1,95.47,1053,152,2022-12-06 00:00:00,wto,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5,NULL,3,2,3,3,3,107,82,73,2026,NULL,1,236.00000016,236.00000016,240.99999984,9.9999999936,274.00000032,515.00000016,510.00000048,0.361111111,5,NULL,NULL,NULL,NULL,NULL,NULL,51,4,15,17.maj,NULL,NULL,NULL,NULL,NULL,NULL,NULL,13.044,0.9850579,2,1,3,13,5,4,8,98.67,1054,152,2022-12-07 00:00:00,sro,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5,NULL,5,NULL,NULL,NULL,NULL,2,3,3,3,70,80,69,1468,NULL,1,344.99999952,450,412.49999952,29.999999952,188.00000064,600.50000016,638.00000064,0.390972222,4,NULL,NULL,NULL,NULL,NULL,NULL,45,4,15,17,NULL,NULL,NULL,NULL,NULL,NULL,NULL,14.044,0.9849299,2,0,2,12,5,5,10,99.92,1055,152,2022-12-08 00:00:00,czw,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,4,NULL,NULL,NULL,NULL,2,1,2,4,59,74,67,377,NULL,3,413.00000064,542.99999952,553.00000032,150.00000048,213.99999984,767.00000016,756.99999936,0.539583333,1,NULL,NULL,NULL,NULL,NULL,NULL,27,4,10,17,NULL,NULL,NULL,NULL,NULL,NULL,NULL,15.044,0.9848065,5,2,3,8,5,3,6,99.27,1056,152,2022-12-09 00:00:00,pia,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,3,1,2,3,103,77,65,1647,NULL,2,486,515.99999952,506.00000016,9.9999999936,51.999999984,558,567.99999936,0.380555556,3,NULL,NULL,NULL,NULL,NULL,NULL,25,1,20,17,NULL,NULL,NULL,NULL,NULL,NULL,NULL,16.044,0.9846876,5,2,5,11,5,3.66666667,11,96.81,1057,152,2022-12-10 00:00:00,sob,NULL
